Symbol,Name,Market Cap,Country,Sector,Industry
STAF,Staffing 360 Solutions Inc. Common Stock (DE),8372120.00,United States,Consumer Discretionary,Diversified Commercial Services
STAG,Stag Industrial Inc. Common Stock,5421202628.00,United States,Real Estate,Real Estate Investment Trusts
STAR          ,iStar Inc. Common Stock,1085305591.00,United States,Real Estate,Real Estate Investment Trusts
STAR^D,iStar Inc. Series D Cumulative Redeemable Preferred Stock,,United States,,
STAR^G,iStar Inc. Series G Cumulative Redeemable Preferred Stock,,United States,,
STAR^I,iStar Inc. Series I Cumulative Redeemable Preferred Stock,,United States,,
STBA,S&T Bancorp Inc. Common Stock,1164291230.00,United States,Finance,Major Banks
STBX,Starbox Group Holdings Ltd. Ordinary Shares,,Malaysia,,
STC,Stewart Information Services Corporation Common Stock,1397861908.00,United States,Finance,Specialty Insurers
STCN,Steel Connect Inc. Common Stock,82746334.00,United States,Consumer Discretionary,Advertising
STE,STERIS plc (Ireland) Ordinary Shares,19932939774.00,United States,Health Care,Industrial Specialties
STEM,Stem Inc. Class A Common Stock,2185187653.00,United States,Technology,Computer Software: Prepackaged Software
STEP,StepStone Group Inc. Class A Common Stock,1630638631.00,United States,Finance,Finance/Investors Services
STER,Sterling Check Corp. Common Stock,2008962479.00,United States,Technology,Computer Software: Prepackaged Software
STET,ST Energy Transition I Ltd. Class A Ordinary Shares,301271250.00,,,
STEW,SRH Total Return Fund Inc. Common Stock,1173824461.00,United States,Finance,Investment Managers
STG,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares,51118852.00,,Real Estate,Other Consumer Services
STGW,Stagwell Inc. Class A Common Stock,842876157.00,Canada,Consumer Discretionary,Advertising
STIM,Neuronetics Inc. Common Stock,93167427.00,United States,Health Care,Managed Health Care
STIX,Semantix Inc. Class A Ordinary Shares,,United States,Technology,EDP Services
STIXW,Semantix Inc. Warrant,,United States,Technology,EDP Services
STK,Columbia Seligman Premium Technology Growth Fund Inc,457594438.00,United States,Finance,Investment Managers
STKH,Steakholder Foods Ltd. American Depositary Shares,,Israel,Consumer Staples,Packaged Foods
STKL,SunOpta Inc. Common Stock,1042575443.00,Canada,Basic Materials,Precious Metals
STKS,The ONE Group Hospitality Inc. Common Stock,225519660.00,United States,Consumer Discretionary,Restaurants
STLA,Stellantis N.V. Common Shares,41008453893.00,United Kingdom,Consumer Discretionary,Auto Manufacturing
STLD,Steel Dynamics Inc.,14706499224.00,United States,Industrials,Steel/Iron Ore
STM,STMicroelectronics N.V. Common Stock,31294199446.00,Switzerland,Technology,Semiconductors
STN,Stantec Inc Common Stock,5184506574.00,Canada,Consumer Discretionary,Marine Transportation
STNE,StoneCo Ltd. Class A Common Shares,2775755897.00,Brazil,Technology,EDP Services
STNG,Scorpio Tankers Inc. Common Shares,2540581326.00,Monaco,Consumer Discretionary,Marine Transportation
STOK,Stoke Therapeutics Inc. Common Stock,594899950.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
STON,StoneMor Inc. Common Stock,407632680.00,United States,,
STOR,STORE Capital Corporation Common Stock,7493959795.00,United States,Real Estate,Real Estate Investment Trusts
STR,Sitio Royalties Corp. Class A Common Stock,320313419.00,United States,Energy,Oil & Gas Production
STRA,Strategic Education Inc. Common Stock,1562029588.00,United States,Consumer Discretionary,Service to the Health Industry
STRC,Sarcos Technology and Robotics Corporation Common Stock,518451901.00,United States,Industrials,Wholesale Distributors
STRCW,Sarcos Technology and Robotics Corporation Warrants,0.00,United States,Industrials,Wholesale Distributors
STRE,Supernova Partners Acquisition Company III Ltd. Class A Ordinary Shares,346726300.00,,,
STRL,Sterling Infrastructure Inc. Common Stock,740546206.00,United States,Industrials,Oilfield Services/Equipment
STRM,Streamline Health Solutions Inc. Common Stock,73719982.00,United States,Technology,EDP Services
STRN,Stran & Company Inc. Common Stock,35369900.00,United States,Consumer Discretionary,Advertising
STRNW,Stran & Company Inc. Warrant,0.00,United States,Consumer Discretionary,Advertising
STRO,Sutro Biopharma Inc. Common Stock,270340479.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
STRR,Star Equity Holdings Inc. Common Stock,16439549.00,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
STRRP,Star Equity Holdings Inc. Series A Cumulative Perpetual Preferred Stock,0.00,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
STRS,Stratus Properties Inc. Common Stock,289895311.00,United States,Real Estate,Homebuilding
STRT,STRATTEC SECURITY CORPORATION Common Stock,101523096.00,United States,Consumer Discretionary,Auto Parts:O.E.M.
STRY,Starry Group Holdings Inc. Class A Common Stock,384206744.00,,Consumer Discretionary,Telecommunications Equipment
STSA,Satsuma Pharmaceuticals Inc. Common Stock,220503492.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
STSS,Sharps Technology Inc. Common Stock,12513261.00,United States,Health Care,Medical/Dental Instruments
STSSW,Sharps Technology Inc. Warrant,0.00,United States,Finance,Investment Bankers/Brokers/Service
STT,State Street Corporation Common Stock,24880477811.00,United States,Finance,Investment Managers
STT^D,State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D,,United States,,
STT^G,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,,United States,,
STTK,Shattuck Labs Inc. Common Stock,137732663.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
STVN,Stevanato Group S.p.A. Ordinary Shares,4349012473.00,,,
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,6890258341.00,United States,Real Estate,Real Estate Investment Trusts
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),13748700000.00,Ireland,Technology,Electronic Components
STXS,Stereotaxis Inc. Common Stock,152309589.00,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STZ,Constellation Brands Inc. Common Stock,44695053178.00,United States,Consumer Staples,Beverages (Production/Distribution)
STZ/B,Constellation Brands Inc,,United States,,
SU,Suncor Energy  Inc. Common Stock,43901583704.00,Canada,,
SUAC,ShoulderUp Technology Acquisition Corp. Class A Common Stock,418000000.00,,Industrials,Consumer Electronics/Appliances
SUI,Sun Communities Inc. Common Stock,18392689170.00,United States,Real Estate,Real Estate Investment Trusts
SUM,Summit Materials Inc. Class A Common Stock,3306792244.00,United States,Industrials,Building Materials
SUMO,Sumo Logic Inc. Common Stock,955949963.00,United States,Technology,Retail: Computer Software & Peripheral Equipment
SUN,Sunoco LP Common Units representing limited partner interests,3316790387.00,United States,Energy,Oil Refining/Marketing
SUNL,Sunlight Financial Holdings Inc. Class A Common Stock,227226601.00,United States,Finance,Diversified Financial Services
SUNW,Sunworks Inc. Common Stock,53545354.00,United States,Technology,Semiconductors
SUP,Superior Industries International Inc. Common Stock (DE),127553137.00,United States,Consumer Discretionary,Auto Parts:O.E.M.
SUPN,Supernus Pharmaceuticals Inc. Common Stock,1836880326.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,170814148.00,,Finance,Commercial Banks
SURF,Surface Oncology Inc. Common Stock,52276946.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SURG,SurgePays Inc. Common Stock,52292675.00,United States,Technology,Computer Software: Prepackaged Software
SURGW,SurgePays Inc. Warrant,0.00,United States,Technology,Computer Software: Prepackaged Software
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),11280582845.00,,Basic Materials,Paper
SVC,Service Properties Trust Common Stock,1117666442.00,United States,Real Estate,Real Estate Investment Trusts
SVFA,SVF Investment Corp. Class A Ordinary Shares,641835854.00,United States,Finance,Business Services
SVFAU,SVF Investment Corp. Unit,0.00,United States,Finance,Business Services
SVFAW,SVF Investment Corp. Warrant,0.00,United States,Finance,Business Services
SVFB,SVF Investment Corp. 2 Class A Ordinary Shares,290968600.00,United States,Finance,Business Services
SVFD,Save Foods Inc. Common Stock,8329373.00,Israel,,
SVM,Silvercorp Metals Inc. Common Shares,397197190.00,,,
SVNA,7 Acquisition Corporation Class A Ordinary Shares,288937500.00,United States,,
SVNAW,7 Acquisition Corporation Warrant,0.00,United States,,
SVRA,Savara Inc. Common Stock,165359843.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SVRE,SaverOne 2014 Ltd. American Depositary Shares,3577148.00,Israel,,
SVREW,SaverOne 2014 Ltd. Warrant,0.00,Israel,,
SVT,Servotronics Inc. Common Stock,27610602.00,United States,Consumer Discretionary,Metal Fabrications
SVVC,Firsthand Technology Value Fund Inc. Common Stock,10408515.00,United States,Finance,Finance/Investors Services
SWAV,ShockWave Medical Inc. Common Stock,10458040228.00,United States,Health Care,Medical/Dental Instruments
SWBI,Smith & Wesson Brands Inc. Common Stock,612314131.00,United States,Consumer Discretionary,Ordnance And Accessories
SWCH,Switch Inc. Class A Common Stock,5119876049.00,,Technology,EDP Services
SWET,Athlon Acquisition Corp. Class A Common stock,340860000.00,United States,Industrials,Consumer Electronics/Appliances
SWETU,Athlon Acquisition Corp. Unit,0.00,United States,Industrials,Consumer Electronics/Appliances
SWETW,Athlon Acquisition Corp. Warrant,0.00,United States,Industrials,Consumer Electronics/Appliances
SWI,SolarWinds Corporation Common Stock,1406094922.00,United States,Technology,Computer Software: Prepackaged Software
SWIM,Latham Group Inc. Common Stock,684021935.00,United States,Industrials,Engineering & Construction
SWIR,Sierra Wireless Inc. Common Stock,1179888201.00,Canada,Technology,Radio And Television Broadcasting And Communications Equipment
SWK,Stanley Black & Decker Inc. Common Stock,12948236401.00,United States,Consumer Discretionary,Diversified Manufacture
SWKH,SWK Holdings Corporation Common Stock,213256870.00,United States,Finance,Finance/Investors Services
SWKS,Skyworks Solutions Inc. Common Stock,15835131586.00,United States,Technology,Semiconductors
SWN,Southwestern Energy Company Common Stock,8237383847.00,United States,Energy,Oil & Gas Production
SWSS,Springwater Special Situations Corp. Common stock,223244661.00,United States,Industrials,Consumer Electronics/Appliances
SWSSU,Springwater Special Situations Corp. Unit,0.00,United States,Industrials,Consumer Electronics/Appliances
SWSSW,Springwater Special Situations Corp. Warrant,0.00,United States,Industrials,Consumer Electronics/Appliances
SWT,Stanley Black & Decker Inc. Corporate Unit,0.00,United States,Consumer Discretionary,Diversified Manufacture
SWTX,SpringWorks Therapeutics Inc. Common Stock,1336148070.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SWVL,Swvl Holdings Corp Class A Common Shares,180833042.00,United Arab Emirates,Technology,Computer Software: Prepackaged Software
SWVLW,Swvl Holdings Corp Warrant,0.00,United Arab Emirates,Consumer Discretionary,Business Services
SWX,Southwest Gas Holdings Inc. Common Stock (DE),5370225177.00,United States,Utilities,Oil & Gas Production
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,96845822.00,United States,Finance,Finance Companies
SXC,SunCoke Energy Inc. Common Stock,540307727.00,United States,,
SXI,Standex International Corporation Common Stock,1046801438.00,United States,Industrials,Industrial Machinery/Components
SXT,Sensient Technologies Corporation Common Stock,3263423564.00,United States,Industrials,Major Chemicals
SXTC,China SXT Pharmaceuticals Inc. Ordinary Shares,22217275.00,China,Health Care,Biotechnology: Pharmaceutical Preparations
SY,So-Young International Inc. American Depository Shares,101873608.00,China,Technology,Computer Software: Prepackaged Software
SYBT,Stock Yards Bancorp Inc. Common Stock,1917124051.00,United States,Finance,Major Banks
SYBX,Synlogic Inc. Common Stock,73763215.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SYF,Synchrony Financial Common Stock,15401836029.00,United States,Finance,Diversified Financial Services
SYF^A,Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,,United States,,
SYK,Stryker Corporation Common Stock,77052675341.00,United States,Health Care,Medical/Dental Instruments
SYM,Symbotic Inc. Class A Common Stock,635835032.00,United States,Industrials,Consumer Electronics/Appliances
SYN,Synthetic Biologics Inc. Common Stock,22815049.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,4470858591.00,United States,Technology,Computer peripheral equipment
SYNH,Syneos Health Inc. Class A Common Stock,5978072574.00,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SYPR,Sypris Solutions Inc. Common Stock,41798554.00,United States,Consumer Discretionary,Auto Parts:O.E.M.
SYRS,Syros Pharmaceuticals Inc. Common Stock,49225919.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SYTA,Siyata Mobile Inc. Common Shares,9828341.00,Canada,Industrials,Metal Fabrications
SYTAW,Siyata Mobile Inc. Warrant,0.00,Canada,Industrials,Metal Fabrications
SYY,Sysco Corporation Common Stock,41155456416.00,United States,Consumer Discretionary,Food Distributors
SZC,Cushing NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,112258235.00,,,
SZZL,Sizzle Acquisition Corp. Common stock,218794530.00,United States,Industrials,Consumer Electronics/Appliances
SZZLW,Sizzle Acquisition Corp. Warrant,0.00,United States,Industrials,Consumer Electronics/Appliances
T,AT&T Inc.,122495940000.00,United States,Consumer Discretionary,Telecommunications Equipment
T^A,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,,United States,,
T^C,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,,United States,,
TA,TravelCenters of America Inc. Common Stock,805483140.00,United States,Energy,Food Chains
TAC,TransAlta Corporation Ordinary Shares,2463256332.00,Canada,Utilities,Electric Utilities: Central
TACT,TransAct Technologies Incorporated Common Stock,45486937.00,United States,Technology,Computer peripheral equipment
TAIT,Taitron Components Incorporated Class A Common Stock,22796053.00,United States,Technology,Electronic Components
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),42171297480.00,,Health Care,Biotechnology: Pharmaceutical Preparations
TAL,TAL Education Group American Depositary Shares,3568740428.00,China,Consumer Discretionary,Service to the Health Industry
TALK,Talkspace Inc. Common Stock,200977572.00,United States,Health Care,Managed Health Care
TALKW,Talkspace Inc. Warrant,0.00,United States,Health Care,Managed Health Care
TALO,Talos Energy Inc. Common Stock,1734889610.00,,Energy,Oil & Gas Production
TALS,Talaris Therapeutics Inc. Common Stock,140562221.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TANH,Tantech Holdings Ltd. Common Shares,7791319.00,China,Industrials,Pollution Control Equipment
TANNI,TravelCenters of America Inc. 8.25% Senior Notes due 2028,0.00,United States,Energy,Food Chains
TANNL,TravelCenters of America Inc. 8.00% Senior Notes due 2029,0.00,United States,Energy,Food Chains
TANNZ,TravelCenters of America Inc. 8.00% Senior Notes due 2030,0.00,United States,Energy,Food Chains
TAOP,Taoping Inc. Ordinary Shares ,11069460.00,Hong Kong,Technology,Computer Software: Prepackaged Software
TAP,Molson Coors Beverage Company Class B Common Stock,11213523303.00,Canada,Consumer Staples,Beverages (Production/Distribution)
TARA,Protara Therapeutics Inc.  Common Stock,36343724.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,1221508958.00,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
TARS,Tarsus Pharmaceuticals Inc. Common Stock,404388035.00,United States,Health Care, Medicinal Chemicals and Botanical Products 
TASK,TaskUs Inc. Class A Common Stock,1420401451.00,United States,Technology,Retail: Computer Software & Peripheral Equipment
TAST,Carrols Restaurant Group Inc. Common Stock,105978837.00,United States,Consumer Discretionary,Restaurants
TATT,TAT Technologies Ltd. Ordinary Shares,60428513.00,Israel,Industrials,Aerospace
TAYD,Taylor Devices Inc. Common Stock,34750878.00,United States,Industrials,Industrial Machinery/Components
TBB,AT&T Inc. 5.350% Global Notes due 2066,0.00,United States,Consumer Discretionary,Telecommunications Equipment
TBBK,The Bancorp Inc Common Stock,1334540982.00,United States,Finance,Major Banks
TBC,AT&T Inc. 5.625% Global Notes due 2067,0.00,United States,Consumer Discretionary,Telecommunications Equipment
TBCP,Thunder Bridge Capital Partners III Inc. Class A Common Stock,519089520.00,United States,Industrials,Consumer Electronics/Appliances
TBCPU,Thunder Bridge Capital Partners III Inc. Units,0.00,United States,Industrials,Consumer Electronics/Appliances
TBCPW,Thunder Bridge Capital Partners III Inc. Warrant,0.00,United States,Industrials,Consumer Electronics/Appliances
TBI,TrueBlue Inc. Common Stock,672752399.00,United States,Consumer Discretionary,Professional Services
TBK,Triumph Bancorp Inc. Common Stock,1463970401.00,United States,Finance,Major Banks
TBKCP,Triumph Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock,0.00,United States,Finance,Major Banks
TBLA,Taboola.com Ltd. Ordinary Shares,581118817.00,Israel,Finance,Business Services
TBLAW,Taboola.com Ltd. Warrant,0.00,Israel,Finance,Business Services
TBLD,Thornburg Income Builder Opportunities Trust Common Stock,465508122.00,United States,Finance,Investment Managers
TBLT,ToughBuilt Industries Inc. Common Stock,5579510.00,United States,Consumer Discretionary,Diversified Manufacture
TBLTW,ToughBuilt Industries Inc. Warrant,0.00,United States,Consumer Discretionary,Diversified Manufacture
TBNK,Territorial Bancorp Inc. Common Stock,187868270.00,United States,Finance,Savings Institutions
TBPH,Theravance Biopharma Inc. Ordinary Shares,713201232.00,Cayman Islands,Health Care,Biotechnology: Pharmaceutical Preparations
TBSA,TB SA Acquisition Corp Class A Ordinary Share,247250000.00,Cayman Islands,Finance,Business Services
TBSAU,TB SA Acquisition Corp Unit,0.00,Cayman Islands,Finance,Business Services
TBSAW,TB SA Acquisition Corp Warrant,0.00,Cayman Islands,Finance,Business Services
TC,TuanChe Limited American Depositary Shares,52700037.00,China,Consumer Discretionary,Business Services
TCBC,TC Bancshares Inc. Common Stock,63727589.00,United States,Finance,Major Banks
TCBI,Texas Capital Bancshares Inc. Common Stock,2893299666.00,United States,Finance,Major Banks
TCBIO,Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B,0.00,United States,Finance,Major Banks
TCBK,TriCo Bancshares Common Stock,1567532986.00,United States,Finance,Major Banks
TCBP,TC BioPharm (Holdings) plc American Depositary Shares,8629652.00,United Kingdom,,
TCBS,Texas Community Bancshares Inc. Common Stock,52091566.00,United States,Finance,Banks
TCBX,Third Coast Bancshares Inc. Common Stock,244112574.00,United States,Finance,Major Banks
TCDA,Tricida Inc. Common Stock,692256689.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TCFC,The Community Financial Corporation Common Stock,207820184.00,United States,Finance,Major Banks
TCI,Transcontinental Realty Investors Inc. Common Stock,363196845.00,United States,Finance,Real Estate
TCMD,Tactile Systems Technology Inc. Common Stock,158517403.00,United States,Health Care,Medical/Dental Instruments
TCN,Tricon Residential Inc. Common Shares,2815893332.00,,,
TCOA,Trajectory Alpha Acquisition Corp. Class A Common Stock,212175000.00,,Industrials,Consumer Electronics/Appliances
TCOM,Trip.com Group Limited American Depositary Shares,16229968194.00,China,Consumer Discretionary,Business Services
TCON,TRACON Pharmaceuticals Inc. Common Stock,40953820.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCPC,BlackRock TCP Capital Corp. Common Stock,769459956.00,United States,Finance,Finance/Investors Services
TCRR,TCR2 Therapeutics Inc. Common Stock,96365863.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TCRT,Alaunos Therapeutics Inc. Common Stock,626256627.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TCRX,TScan Therapeutics Inc. Common Stock,78582086.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TCS,Container Store (The) Common Stock,343728285.00,,Consumer Discretionary,Catalog/Specialty Distribution
TCVA,TCV Acquisition Corp. Class A Ordinary Shares,502313000.00,United States,Finance,Business Services
TCX,Tucows Inc. Class A Common Stock,482362443.00,Canada,Technology,EDP Services
TD,Toronto Dominion Bank (The) Common Stock,117379773000.00,Canada,,
TDC,Teradata Corporation Common Stock,3352494000.00,United States,Technology,EDP Services
TDCX,TDCX Inc. American Depositary Shares each representing one Class A ordinary share,1377458460.00,,,
TDF,Templeton Dragon Fund Inc. Common Stock,355281543.00,United States,Finance,Finance/Investors Services
TDG,Transdigm Group Incorporated Common Stock,32828883113.00,United States,Industrials,Military/Government/Technical
TDOC,Teladoc Health Inc. Common Stock,4864491864.00,United States,Health Care,Medical/Nursing Services
TDS,Telephone and Data Systems Inc. Common Shares,1851777632.00,United States,Telecommunications,Telecommunications Equipment
TDS^U,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock,,United States,,
TDS^V,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.000% Series VV Cumulative Redeemable Perpetual Preferred Stock,,United States,,
TDUP,ThredUp Inc. Class A Common Stock,218899978.00,United States,Consumer Discretionary,Department/Specialty Retail Stores
TDW,Tidewater Inc. Common Stock,977623057.00,United States,Energy,Oilfield Services/Equipment
TDY,Teledyne Technologies Incorporated Common Stock,17224585844.00,United States,Industrials,Industrial Machinery/Components
TEAF,Ecofin Sustainable and Social Impact Term Fund,200073413.00,,Finance,Trusts Except Educational Religious and Charitable
TEAM,Atlassian Corporation Plc Class A Ordinary Shares,58915391597.00,United Kingdom,Technology,Computer Software: Prepackaged Software
TECH,Bio-Techne Corp Common Stock,12948235635.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TECK,Teck Resources Ltd Ordinary Shares,17341774433.00,Canada,,
TECTP,Tectonic Financial Inc. 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,0.00,United States,Finance,Commercial Banks
TEDU,Tarena International Inc. American Depositary Shares,83447593.00,China,Consumer Discretionary,Service to the Health Industry
TEF,Telefonica SA Common Stock,23389712094.00,Spain,Telecommunications,Telecommunications Equipment
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,238503988.00,United States,Finance,Finance Companies
TEKK,Tekkorp Digital Acquisition Corp. Class A Ordinary Shares,311562500.00,United States,Finance,Business Services
TEKKU,Tekkorp Digital Acquisition Corp. Unit,0.00,United States,Finance,Business Services
TEKKW,Tekkorp Digital Acquisition Corp. Warrant,0.00,United States,Finance,Business Services
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,40986625458.00,Switzerland,Technology,Electronic Components
TELA,TELA Bio Inc. Common Stock,121264475.00,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TELL,Tellurian Inc. Common Stock,2318348041.00,United States,Energy,Oil & Gas Production
TELZ,Tellurian Inc. 8.25% Senior Notes due 2028,0.00,United States,,
TEN,Tenneco Inc. Class A Voting Common Stock,1553371263.00,United States,Consumer Discretionary,Auto Parts:O.E.M.
TENB,Tenable Holdings Inc. Common Stock,4139091222.00,United States,Technology,EDP Services
TENX,Tenax Therapeutics Inc. Common Stock,5202707.00,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
TEO,Telecom Argentina SA,1946933961.00,Argentina,Telecommunications,Telecommunications Equipment
TER,Teradyne Inc. Common Stock,13303258532.00,United States,Industrials,Electrical Products
TERN,Terns Pharmaceuticals Inc. Common Stock,93786095.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TESS,TESSCO Technologies Incorporated Common Stock,41554222.00,United States,Telecommunications,Telecommunications Equipment
TETC,Tech and Energy Transition Corporation Class A Common Stock,471143750.00,United States,Industrials,Consumer Electronics/Appliances
TETCU,Tech and Energy Transition Corporation Unit,0.00,United States,Industrials,Consumer Electronics/Appliances
TETCW,Tech and Energy Transition Corporation Warrant,0.00,United States,Industrials,Consumer Electronics/Appliances
TETE,Technology & Telecommunication Acquisition Corporation Class A Ordinary Shares,150267600.00,Malaysia,,
TETEU,Technology & Telecommunication Acquisition Corporation Unit,0.00,Malaysia,,
TETEW,Technology & Telecommunication Acquisition Corporation Warrant,0.00,Malaysia,,
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,9815515189.00,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
TEX,Terex Corporation Common Stock,2271654000.00,United States,Industrials,Construction/Ag Equipment/Trucks
TFC,Truist Financial Corporation Common Stock,61664010570.00,United States,Finance,Major Banks
TFC^I,Truist Financial Corporation Depositary Shares,,United States,,
TFC^O,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,,United States,,
TFC^R,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,,United States,,
TFFP,TFF Pharmaceuticals Inc. Common Stock,127884043.00,United States,Health Care, Medicinal Chemicals and Botanical Products 
TFII,TFI International Inc. Common Shares,9463129262.00,,,
TFPM,Triple Flag Precious Metals Corp. Common Shares,,,,
TFSA,Terra Income Fund VI 7.00% Notes due 2026,0.00,,,
TFSL,TFS Financial Corporation Common Stock,3945199480.00,United States,Finance,Savings Institutions
TFX,Teleflex Incorporated Common Stock,10447925921.00,United States,Health Care,Medical/Dental Instruments
TG,Tredegar Corporation Common Stock,343270251.00,United States,Industrials,Metal Fabrications
TGA,TransGlobe Energy Corporation Ordinary Shares (Canada),226525008.00,Canada,,
TGAA,Target Global Acquisition I Corp. Class A Ordinary Share,269426592.00,Cayman Islands,,
TGAAU,Target Global Acquisition I Corp. Unit,0.00,Cayman Islands,,
TGAAW,Target Global Acquisition I Corp. Warrant,0.00,Cayman Islands,,
TGAN,Transphorm Inc. Common Stock,285203732.00,United States,Technology,Semiconductors
TGB,Taseko Mines Ltd. Common Stock,294876640.00,Canada,,
TGH,Textainer Group Holdings Limited Common Shares,1437663142.00,Bermuda,Consumer Discretionary,Diversified Commercial Services
TGH^A,Textainer Group Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 7.000% Series A Cumulative Redeemable Perpetual Preference Shares,,Bermuda,,
TGH^B,Textainer Group Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 6.250% Series B Cumulative Redeemable Perpetual Preference Shares,,Bermuda,,
TGI,Triumph Group Inc. Common Stock,784472185.00,United States,Industrials,Aerospace
TGL,Treasure Global Inc. Common Stock,,United States,Technology,Retail: Computer Software & Peripheral Equipment
TGLS,Tecnoglass Inc. Ordinary Shares,1063147438.00,Colombia,Consumer Discretionary,Electronic Components
TGNA,TEGNA Inc,4769027043.00,United States,Industrials,Broadcasting
TGR,Kimbell Tiger Acquisition Corporation Class A Common Stock,289801008.00,,Industrials,Consumer Electronics/Appliances
TGS,Transportadora de Gas del Sur SA TGS Common Stock,1038810256.00,Argentina,Utilities,Natural Gas Distribution
TGT,Target Corporation Common Stock,76324429580.00,United States,Consumer Discretionary,Department/Specialty Retail Stores
TGTX,TG Therapeutics Inc. Common Stock,982160509.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TGVC,TG Venture Acquisition Corp. Class A Common Stock,144033091.00,United States,Industrials,Consumer Electronics/Appliances
TGVCU,TG Venture Acquisition Corp. Units,0.00,United States,Industrials,Consumer Electronics/Appliances
TGVCW,TG Venture Acquisition Corp. Warrants,0.00,United States,Industrials,Consumer Electronics/Appliances
TH,Target Hospitality Corp. Common Stock,1265025044.00,United States,Consumer Discretionary,Diversified Commercial Services
THAC,Thrive Acquisition Corporation Class A ordinary shares,218212500.00,United States,,
THACW,Thrive Acquisition Corporation Warrant,0.00,United States,,
THC,Tenet Healthcare Corporation Common Stock,6010915612.00,United States,Health Care,Hospital/Nursing Management
THCA,Tuscan Holdings Corp. II Common Stock,76834060.00,United States,Industrials,Consumer Electronics/Appliances
